entrezID	chromo	start	end	assembly	strand	symbol
4046	chr11	1874200	1913493	GRCh37.p13	+	LSP1
100423021	chr11	1880694	1880766	GRCh37.p13	-	MIR4298
101927624	chr11	1923872	1929254	GRCh37.p13	+	LOC101927624
7140	chr11	1940799	1959936	GRCh37.p13	+	TNNT3
6150	chr11	1968502	2007295	GRCh37.p13	+	MRPL23
101927645	chr11	1996259	1999728	GRCh37.p13	+	LOC101927645
100133545	chr11	2004439	2011150	GRCh37.p13	-	MRPL23-AS1
283120	chr11	2016406	2019065	GRCh37.p13	-	H19
100033819	chr11	2017989	2018061	GRCh37.p13	-	MIR675
723961	chr11	2150342	2182439	GRCh37.p13	-	INS-IGF2
3481	chr11	2150346	2179611	GRCh37.p13	-	IGF2
619552	chr11	2155364	2155439	GRCh37.p13	-	MIR483
51214	chr11	2161758	2169896	GRCh37.p13	+	IGF2-AS
3630	chr11	2181009	2182439	GRCh37.p13	-	INS
7054	chr11	2185159	2193107	GRCh37.p13	-	TH
100616126	chr11	2194293	2194368	GRCh37.p13	+	MIR4686
430	chr11	2289728	2292182	GRCh37.p13	-	ASCL2
29125	chr11	2317507	2323143	GRCh37.p13	-	C11orf21
10077	chr11	2323195	2339430	GRCh37.p13	+	TSPAN32
101927682	chr11	2349979	2399233	GRCh37.p13	-	LOC101927682
653147	chr11	2356541	2356994	GRCh37.p13	-	RPL26P30
975	chr11	2397391	2418649	GRCh37.p13	+	CD81
10078	chr11	2421723	2425108	GRCh37.p13	+	TSSC4
29850	chr11	2425745	2444275	GRCh37.p13	-	TRPM5
3784	chr11	2466221	2870340	GRCh37.p13	+	KCNQ1
10984	chr11	2629558	2721228	GRCh37.p13	-	KCNQ1OT1
55539	chr11	2891263	2893335	GRCh37.p13	+	KCNQ1DN
1028	chr11	2904448	2907063	GRCh37.p13	-	CDKN1C
5003	chr11	2909327	2925175	GRCh37.p13	-	SLC22A18AS
5002	chr11	2920951	2946476	GRCh37.p13	+	SLC22A18
7262	chr11	2949503	2950650	GRCh37.p13	-	PHLDA2
4676	chr11	2965660	3013607	GRCh37.p13	-	NAP1L4
677833	chr11	2985001	2985123	GRCh37.p13	-	SNORA54
833	chr11	3022152	3078681	GRCh37.p13	-	CARS
114879	chr11	3108345	3186582	GRCh37.p13	-	OSBPL5
386746	chr11	3239174	3240043	GRCh37.p13	-	MRGPRG
283303	chr11	3239562	3244361	GRCh37.p13	+	MRGPRG-AS1
116534	chr11	3249041	3253616	GRCh37.p13	-	MRGPRE
4699	chr11	3343099	3344020	GRCh37.p13	+	NDUFA5P1
100312774	chr11	3370404	3370847	GRCh37.p13	-	VN1R56P
7748	chr11	3379157	3400452	GRCh37.p13	-	ZNF195
650368	chr11	3402191	3430378	GRCh37.p13	+	LOC650368
10821	chr11	3411937	3413145	GRCh37.p13	-	OR7E12P
387745	chr11	3429470	3443771	GRCh37.p13	-	FAM86GP
101927708	chr11	3521691	3602452	GRCh37.p13	-	LOC101927708
730993	chr11	3570925	3571773	GRCh37.p13	-	RPS3AP39
100128423	chr11	3580742	3581254	GRCh37.p13	+	RPS24P14
399857	chr11	3620873	3621898	GRCh37.p13	-	OR7E117P
7221	chr11	3647690	3658789	GRCh37.p13	+	TRPC2
116969	chr11	3659733	3663546	GRCh37.p13	-	ART5
417	chr11	3663487	3685844	GRCh37.p13	+	ART1
57053	chr11	3686817	3692614	GRCh37.p13	-	CHRNA10
4928	chr11	3696240	3819022	GRCh37.p13	-	NUP98
100147837	chr11	3802626	3802681	GRCh37.p13	+	RNU7-50P
27315	chr11	3818954	3847601	GRCh37.p13	+	PGAP2
391	chr11	3848208	3862213	GRCh37.p13	-	RHOG
6786	chr11	3876933	4114440	GRCh37.p13	+	STIM1
100616453	chr11	3877292	3877371	GRCh37.p13	+	MIR4687
728325	chr11	4009584	4010833	GRCh37.p13	-	HMGN1P21
101927733	chr11	4010172	4028780	GRCh37.p13	+	LOC101927733
100271587	chr11	4040178	4040348	GRCh37.p13	+	RPS29P20
6240	chr11	4115791	4160116	GRCh37.p13	+	RRM1
390030	chr11	4167545	4168524	GRCh37.p13	-	OR55B1P
100506082	chr11	4208382	4223883	GRCh37.p13	+	LOC100506082
643244	chr11	4231520	4233520	GRCh37.p13	-	RDXP1
196120	chr11	4254508	4255102	GRCh37.p13	+	SSU72P5
390031	chr11	4263286	4263880	GRCh37.p13	-	SSU72P2
643263	chr11	4299927	4300522	GRCh37.p13	+	SSU72P6
441584	chr11	4308729	4309323	GRCh37.p13	-	SSU72P4
143506	chr11	4351094	4351679	GRCh37.p13	+	SSU72P3
390033	chr11	4359890	4360474	GRCh37.p13	-	SSU72P7
143496	chr11	4388493	4389616	GRCh37.p13	-	OR52B4
387747	chr11	4399512	4400454	GRCh37.p13	+	OR52B3P
6737	chr11	4406127	4414926	GRCh37.p13	-	TRIM21
390034	chr11	4439290	4440238	GRCh37.p13	+	OR51R1P
119775	chr11	4452562	4453458	GRCh37.p13	-	OR52P2P
119774	chr11	4470525	4471591	GRCh37.p13	+	OR52K2
390035	chr11	4496040	4496986	GRCh37.p13	+	OR52K3P
390036	chr11	4510109	4511138	GRCh37.p13	+	OR52K1
338637	chr11	4536175	4537154	GRCh37.p13	-	OR52M2P
119772	chr11	4566421	4567374	GRCh37.p13	+	OR52M1
143501	chr11	4592653	4599050	GRCh37.p13	-	C11orf40
143502	chr11	4608021	4609135	GRCh37.p13	+	OR52I2
390037	chr11	4615269	4616243	GRCh37.p13	+	OR52I1
55128	chr11	4619902	4629489	GRCh37.p13	-	TRIM68
390038	chr11	4660945	4662068	GRCh37.p13	+	OR51D1
143503	chr11	4665156	4676718	GRCh37.p13	+	OR51E1
390039	chr11	4682061	4682959	GRCh37.p13	-	OR51A9P
81285	chr11	4701401	4719076	GRCh37.p13	-	OR51E2
401661	chr11	4711990	4712931	GRCh37.p13	-	OR51C1P
390040	chr11	4730799	4731740	GRCh37.p13	+	OR51F5P
390041	chr11	4739842	4740789	GRCh37.p13	+	OR51C4P
643447	chr11	4743721	4745471	GRCh37.p13	-	KRT8P49
390043	chr11	4757407	4758307	GRCh37.p13	-	OR51F3P
390044	chr11	4773275	4774173	GRCh37.p13	-	OR51F4P
256892	chr11	4790209	4791147	GRCh37.p13	-	OR51F1
119696	chr11	4807984	4808932	GRCh37.p13	+	OR51N1P
81240	chr11	4814998	4815491	GRCh37.p13	-	OR52Y1P
119695	chr11	4824663	4825610	GRCh37.p13	-	OR52R1
119694	chr11	4842616	4843644	GRCh37.p13	+	OR51F2
401662	chr11	4853363	4854299	GRCh37.p13	+	OR51A8P
119692	chr11	4869467	4870438	GRCh37.p13	-	OR51S1
401663	chr11	4880849	4881793	GRCh37.p13	-	OR51H1P
401664	chr11	4897787	4898733	GRCh37.p13	+	OR51H2P
401665	chr11	4903049	4904113	GRCh37.p13	+	OR51T1
390046	chr11	4910807	4911825	GRCh37.p13	-	OR51A6P
119687	chr11	4928600	4929538	GRCh37.p13	+	OR51A7
81282	chr11	4935949	4936893	GRCh37.p13	-	OR51G2
79324	chr11	4944604	4945569	GRCh37.p13	-	OR51G1
79532	chr11	4958568	4959524	GRCh37.p13	-	OR51A3P
401666	chr11	4967389	4968330	GRCh37.p13	-	OR51A4
401667	chr11	4976002	4976943	GRCh37.p13	-	OR51A2
79525	chr11	4994161	4995126	GRCh37.p13	-	OR51A5P
56547	chr11	5009424	5013659	GRCh37.p13	+	MMP26
119682	chr11	5020213	5021160	GRCh37.p13	+	OR51L1
79300	chr11	5036260	5037411	GRCh37.p13	+	OR51P1P
79529	chr11	5058146	5059304	GRCh37.p13	+	OR52J2P
119679	chr11	5067756	5068691	GRCh37.p13	+	OR52J3
119678	chr11	5079880	5080857	GRCh37.p13	-	OR52E2
79296	chr11	5090702	5091826	GRCh37.p13	+	OR52E1
79521	chr11	5097342	5098296	GRCh37.p13	-	OR52S1P
79533	chr11	5113906	5114880	GRCh37.p13	+	OR52E3P
79302	chr11	5125454	5126323	GRCh37.p13	+	OR52J1P
390053	chr11	5141894	5142808	GRCh37.p13	-	OR52A4
390054	chr11	5152922	5153872	GRCh37.p13	-	OR52A5
23538	chr11	5172661	5173599	GRCh37.p13	-	OR52A1
26537	chr11	5191287	5192553	GRCh37.p13	-	OR51A1P
283110	chr11	5198951	5199841	GRCh37.p13	-	OR52Z1
283111	chr11	5220965	5221930	GRCh37.p13	-	OR51V1
3043	chr11	5246696	5248301	GRCh37.p13	-	HBB
3045	chr11	5254059	5255858	GRCh37.p13	-	HBD
3044	chr11	5263184	5264822	GRCh37.p13	-	HBBP1
3047	chr11	5269502	5271087	GRCh37.p13	-	HBG1
3048	chr11	5274421	5276011	GRCh37.p13	-	HBG2
3046	chr11	5289580	5291373	GRCh37.p13	-	HBE1
403265	chr11	5312697	5313581	GRCh37.p13	-	OR51AB1P
79339	chr11	5322244	5323176	GRCh37.p13	-	OR51B4
79342	chr11	5335975	5336923	GRCh37.p13	-	OR51B3P
79345	chr11	5344528	5345582	GRCh37.p13	-	OR51B2
403266	chr11	5351818	5352575	GRCh37.p13	-	OR51B8P
282763	chr11	5362113	5368140	GRCh37.p13	-	OR51B5
390058	chr11	5372738	5373676	GRCh37.p13	+	OR51B6
100418885	chr11	5375922	5376851	GRCh37.p13	+	LOC100418885
100288935	chr11	5383804	5384196	GRCh37.p13	+	LOC100288935
390059	chr11	5410607	5411664	GRCh37.p13	+	OR51M1
79470	chr11	5423727	5424901	GRCh37.p13	+	OR51J1
390061	chr11	5443341	5444436	GRCh37.p13	+	OR51Q1
81278	chr11	5451886	5452832	GRCh37.p13	-	OR51K1P
390063	chr11	5461772	5462783	GRCh37.p13	-	OR51I1
390064	chr11	5474638	5475707	GRCh37.p13	+	OR51I2
81295	chr11	5489734	5490589	GRCh37.p13	-	OR51A10P
390066	chr11	5509915	5510979	GRCh37.p13	+	OR52D1
50613	chr11	5528530	5531153	GRCh37.p13	-	UBQLN3
143630	chr11	5535623	5537956	GRCh37.p13	-	UBQLNL
101927763	chr11	5538262	5544410	GRCh37.p13	-	LOC101927763
81242	chr11	5548453	5549356	GRCh37.p13	-	OR52V1P
390067	chr11	5565791	5566753	GRCh37.p13	-	OR52H1
81261	chr11	5572895	5573826	GRCh37.p13	-	OR52H2P
81270	chr11	5582197	5583141	GRCh37.p13	+	OR52B5P
81244	chr11	5587880	5588845	GRCh37.p13	-	OR52T1P
728732	chr11	5592280	5593483	GRCh37.p13	-	HNRNPA1P53
340980	chr11	5602107	5603114	GRCh37.p13	+	OR52B6
101927800	chr11	5612237	5646154	GRCh37.p13	-	LOC101927800
117854	chr11	5617331	5634188	GRCh37.p13	+	TRIM6
445372	chr11	5617865	5665628	GRCh37.p13	+	TRIM6-TRIM34
53840	chr11	5641174	5665628	GRCh37.p13	+	TRIM34
85363	chr11	5676740	5706339	GRCh37.p13	-	TRIM5
10346	chr11	5710817	5732093	GRCh37.p13	+	TRIM22
81243	chr11	5740520	5741496	GRCh37.p13	+	OR52U1P
81248	chr11	5747731	5748690	GRCh37.p13	+	OR52P1P
390072	chr11	5757228	5777162	GRCh37.p13	+	OR52N4
387748	chr11	5757678	5758768	GRCh37.p13	+	OR56B1
390073	chr11	5786391	5787275	GRCh37.p13	+	OR56B2P
390075	chr11	5798864	5799897	GRCh37.p13	-	OR52N5
79473	chr11	5809084	5810046	GRCh37.p13	-	OR52N1
81251	chr11	5821594	5822551	GRCh37.p13	+	OR52N3P
390077	chr11	5825018	5842572	GRCh37.p13	+	OR52N2
390078	chr11	5862186	5863127	GRCh37.p13	-	OR52E6
390079	chr11	5877979	5878932	GRCh37.p13	-	OR52E8
81264	chr11	5895190	5896118	GRCh37.p13	+	OR52E7P
390081	chr11	5905523	5906461	GRCh37.p13	+	OR52E4
390082	chr11	5922007	5923155	GRCh37.p13	+	OR52E5
81246	chr11	5924866	5925709	GRCh37.p13	+	OR52Q1P
390083	chr11	5968577	5969524	GRCh37.p13	+	OR56A3
390084	chr11	5988783	5989724	GRCh37.p13	-	OR56A5
338751	chr11	6007122	6008215	GRCh37.p13	-	OR52L1
644030	chr11	6015050	6016439	GRCh37.p13	-	KRT18P58
120793	chr11	6023281	6024378	GRCh37.p13	-	OR56A4
120796	chr11	6047901	6048971	GRCh37.p13	-	OR56A1
81236	chr11	6067039	6067976	GRCh37.p13	-	OR56A7P
79274	chr11	6078449	6079560	GRCh37.p13	-	OR52L2P
79272	chr11	6087943	6089122	GRCh37.p13	-	OR52X1P
196335	chr11	6129009	6129968	GRCh37.p13	+	OR56B4
401675	chr11	6149840	6150783	GRCh37.p13	+	OR56B3P
81274	chr11	6172825	6173779	GRCh37.p13	-	OR52B1P
255725	chr11	6190585	6191556	GRCh37.p13	-	OR52B2
120787	chr11	6220454	6221416	GRCh37.p13	+	OR52W1
160298	chr11	6226798	6232365	GRCh37.p13	+	C11orf42
84067	chr11	6232564	6255941	GRCh37.p13	-	FAM160A2
1262	chr11	6256724	6267066	GRCh37.p13	+	CNGA4
887	chr11	6280841	6293363	GRCh37.p13	+	CCKBR
112464	chr11	6340176	6341740	GRCh37.p13	-	PRKCDBP
101927825	chr11	6344903	6363683	GRCh37.p13	+	LOC101927825
6609	chr11	6411644	6416228	GRCh37.p13	+	SMPD1
322	chr11	6416355	6440644	GRCh37.p13	-	APBB1
3263	chr11	6452268	6462254	GRCh37.p13	-	HPX
10612	chr11	6469843	6495689	GRCh37.p13	-	TRIM3
23647	chr11	6495913	6502709	GRCh37.p13	-	ARFIP2
26515	chr11	6502677	6506109	GRCh37.p13	+	TIMM10B
644169	chr11	6509408	6510607	GRCh37.p13	-	LOC644169
144132	chr11	6517994	6593255	GRCh37.p13	+	DNHD1
23378	chr11	6621144	6624884	GRCh37.p13	-	RRP8
3611	chr11	6624938	6632105	GRCh37.p13	+	ILK
6881	chr11	6632048	6633475	GRCh37.p13	-	TAF10
1200	chr11	6633997	6640692	GRCh37.p13	-	TPP1
8642	chr11	6642556	6685320	GRCh37.p13	-	DCHS1
63875	chr11	6701616	6704632	GRCh37.p13	-	MRPL17
100271425	chr11	6707077	6707642	GRCh37.p13	-	RPL21P94
387751	chr11	6734370	6743110	GRCh37.p13	-	GVINP1
100128135	chr11	6769356	6771600	GRCh37.p13	+	GVINP2
338755	chr11	6789238	6790188	GRCh37.p13	-	OR2AG2
144125	chr11	6806248	6807245	GRCh37.p13	+	OR2AG1
8590	chr11	6815756	6817139	GRCh37.p13	-	OR6A2
100131597	chr11	6864709	6865897	GRCh37.p13	-	LOC100131597
144124	chr11	6866914	6867867	GRCh37.p13	+	OR10A5
341276	chr11	6890986	6891897	GRCh37.p13	+	OR10A2
283297	chr11	6897856	6898850	GRCh37.p13	+	OR10A4
120776	chr11	6912805	6913731	GRCh37.p13	-	OR2D2
120775	chr11	6942233	6943225	GRCh37.p13	+	OR2D3
7762	chr11	6947654	7009718	GRCh37.p13	+	ZNF215
7761	chr11	7020549	7041586	GRCh37.p13	-	ZNF214
338323	chr11	7041700	7092757	GRCh37.p13	+	NLRP14
27288	chr11	7110165	7112379	GRCh37.p13	+	RBMXL2
100506238	chr11	7244164	7252109	GRCh37.p13	+	LOC100506238
100313774	chr11	7255997	7256068	GRCh37.p13	+	MIR302E
143425	chr11	7273181	7490276	GRCh37.p13	+	SYT9
101927894	chr11	7447197	7449276	GRCh37.p13	-	LOC101927894
100506258	chr11	7458858	7487066	GRCh37.p13	-	LOC100506258
283298	chr11	7506600	7533128	GRCh37.p13	+	OLFML1
8495	chr11	7534996	7678537	GRCh37.p13	+	PPFIBP2
51700	chr11	7686326	7695807	GRCh37.p13	-	CYB5R2
341277	chr11	7710669	7728001	GRCh37.p13	-	OVCH2
390091	chr11	7749948	7750885	GRCh37.p13	+	OR10AB1P
81185	chr11	7767538	7768457	GRCh37.p13	+	OR5P4P
79283	chr11	7794440	7795361	GRCh37.p13	-	OR5P1P
100271535	chr11	7805221	7806013	GRCh37.p13	+	RPL7AP55
120065	chr11	7817521	7818489	GRCh37.p13	-	OR5P2
120066	chr11	7846584	7847519	GRCh37.p13	-	OR5P3
26343	chr11	7870598	7871118	GRCh37.p13	+	OR5E1P
283299	chr11	7872298	7927502	GRCh37.p13	-	LOC283299
390093	chr11	7949265	7950209	GRCh37.p13	-	OR10A6
26496	chr11	7960123	7961067	GRCh37.p13	-	OR10A3
338322	chr11	7981156	7985059	GRCh37.p13	-	NLRP10
100862855	chr11	7999043	7999252	GRCh37.p13	+	COX6CP5
8665	chr11	8008867	8017718	GRCh37.p13	+	EIF3F
7275	chr11	8040742	8127654	GRCh37.p13	+	TUB
101927917	chr11	8081585	8090920	GRCh37.p13	+	LOC101927917
79608	chr11	8127597	8190590	GRCh37.p13	-	RIC3
101927936	chr11	8190714	8201711	GRCh37.p13	+	LOC101927936
4004	chr11	8245851	8290182	GRCh37.p13	-	LMO1
65975	chr11	8413417	8615836	GRCh37.p13	-	STK33
9866	chr11	8633584	8704205	GRCh37.p13	-	TRIM66
6157	chr11	8703995	8711419	GRCh37.p13	+	RPL27A
619562	chr11	8705774	8705903	GRCh37.p13	+	SNORA3
677826	chr11	8706986	8707116	GRCh37.p13	+	SNORA45
6764	chr11	8714899	8932498	GRCh37.p13	-	ST5
56672	chr11	8932701	8941626	GRCh37.p13	+	AKIP1
56673	chr11	8941623	8954553	GRCh37.p13	-	C11orf16
56676	chr11	8959119	8964580	GRCh37.p13	-	ASCL3
56674	chr11	8968840	8986553	GRCh37.p13	-	TMEM9B
493900	chr11	8986222	8997830	GRCh37.p13	+	TMEM9B-AS1
56675	chr11	9002123	9025596	GRCh37.p13	-	NRIP3
57758	chr11	9041047	9113150	GRCh37.p13	-	SCUBE2
100847015	chr11	9111859	9111926	GRCh37.p13	-	MIR5691
283102	chr11	9115910	9117737	GRCh37.p13	+	KRT8P41
23258	chr11	9160372	9286882	GRCh37.p13	-	DENND5A
100189370	chr11	9296790	9296863	GRCh37.p13	+	TRNAL36
440026	chr11	9302201	9336315	GRCh37.p13	-	TMEM41B
10527	chr11	9406169	9469674	GRCh37.p13	+	IPO7
677808	chr11	9450313	9450501	GRCh37.p13	+	SNORA23
644656	chr11	9481103	9482245	GRCh37.p13	-	LOC644656
7702	chr11	9482512	9550071	GRCh37.p13	+	ZNF143
7465	chr11	9595197	9615016	GRCh37.p13	+	WEE1
440027	chr11	9627681	9628229	GRCh37.p13	+	RPL23AP65
387753	chr11	9681942	9682503	GRCh37.p13	+	RPL21P97
23075	chr11	9685624	9774508	GRCh37.p13	+	SWAP70
101927955	chr11	9726380	9727943	GRCh37.p13	-	LOC101927955
440028	chr11	9776317	9781080	GRCh37.p13	-	LOC440028
283104	chr11	9779840	9832866	GRCh37.p13	+	SBF2-AS1
81846	chr11	9800214	10315754	GRCh37.p13	-	SBF2
101928008	chr11	9860651	9950810	GRCh37.p13	+	LOC101928008
100147815	chr11	9865364	9865422	GRCh37.p13	-	RNU7-28P
2754	chr11	9978132	9981461	GRCh37.p13	-	GLULP2
653503	chr11	10292758	10293835	GRCh37.p13	-	LOC653503
133	chr11	10326642	10328923	GRCh37.p13	+	ADM
100130460	chr11	10329860	10452220	GRCh37.p13	+	CAND1.11
272	chr11	10471846	10529126	GRCh37.p13	+	AMPD3
100463486	chr11	10529434	10530723	GRCh37.p13	-	MTRNR2L8
100616263	chr11	10529817	10529873	GRCh37.p13	-	MIR4485
50862	chr11	10533225	10562774	GRCh37.p13	-	RNF141
100129827	chr11	10562783	10621479	GRCh37.p13	+	MRVI1-AS1
10894	chr11	10578712	10590365	GRCh37.p13	-	LYVE1
10335	chr11	10594638	10715535	GRCh37.p13	-	MRVI1
9646	chr11	10772749	10801295	GRCh37.p13	+	CTR9
1982	chr11	10818593	10830582	GRCh37.p13	-	EIF4G2
692223	chr11	10823014	10823155	GRCh37.p13	-	SNORD97
101928053	chr11	10830651	10844478	GRCh37.p13	+	LOC101928053
101928029	chr11	10834565	10848312	GRCh37.p13	-	LOC101928029
58486	chr11	10874251	10879620	GRCh37.p13	-	ZBED5
729013	chr11	10878383	10900823	GRCh37.p13	+	ZBED5-AS1
100288365	chr11	11157029	11158292	GRCh37.p13	+	LOC100288365
100874460	chr11	11203355	11203835	GRCh37.p13	-	HMGN1P22
100873354	chr11	11261402	11261722	GRCh37.p13	+	MTND5P21
374378	chr11	11292421	11643561	GRCh37.p13	-	GALNT18
283106	chr11	11373489	11374904	GRCh37.p13	-	CSNK2A3
100423026	chr11	11678198	11678269	GRCh37.p13	-	MIR4299
55031	chr11	11862970	11980872	GRCh37.p13	+	USP47
27122	chr11	11984543	12031373	GRCh37.p13	-	DKK3
9645	chr11	12132138	12285335	GRCh37.p13	+	MICAL2
84953	chr11	12308447	12383687	GRCh37.p13	+	MICALCL
55742	chr11	12397988	12556903	GRCh37.p13	+	PARVA
7003	chr11	12695969	12966284	GRCh37.p13	+	TEAD1
100506305	chr11	13001081	13011095	GRCh37.p13	-	LINC00958
644943	chr11	13030970	13033653	GRCh37.p13	+	RASSF10
406	chr11	13299325	13408813	GRCh37.p13	+	ARNTL
100996618	chr11	13299527	13300980	GRCh37.p13	+	LOC100996618
84280	chr11	13409555	13484838	GRCh37.p13	-	BTBD10
101928110	chr11	13434238	13448959	GRCh37.p13	+	LOC101928110
5741	chr11	13513601	13517567	GRCh37.p13	-	PTH
100874480	chr11	13631942	13632211	GRCh37.p13	-	HMGN2P36
84188	chr11	13690206	13753893	GRCh37.p13	+	FAR1
100271518	chr11	13707046	13707202	GRCh37.p13	-	RPL39P26
100130384	chr11	13777587	13779111	GRCh37.p13	+	LOC100130384
100873597	chr11	13929031	13929137	GRCh37.p13	-	RNA5SP331
101928132	chr11	13942997	13946410	GRCh37.p13	-	LOC101928132
10418	chr11	13984184	14289679	GRCh37.p13	+	SPON1
100873598	chr11	14156532	14156646	GRCh37.p13	+	RNA5SP332
22800	chr11	14299466	14386052	GRCh37.p13	-	RRAS2
401676	chr11	14402953	14463271	GRCh37.p13	+	LOC401676
1315	chr11	14479049	14521441	GRCh37.p13	-	COPB1
100147836	chr11	14500440	14500496	GRCh37.p13	+	RNU7-49P
5682	chr11	14526422	14665180	GRCh37.p13	-	PSMA1
5140	chr11	14665191	14893605	GRCh37.p13	+	PDE3B
326593	chr11	14695128	14695835	GRCh37.p13	-	MORF4L1P3
120227	chr11	14899551	14913874	GRCh37.p13	-	CYP2R1
798	chr11	14929045	14929545	GRCh37.p13	+	CALCP
796	chr11	14988214	14993879	GRCh37.p13	-	CALCA
8583	chr11	15009332	15009974	GRCh37.p13	-	OR7E41P
797	chr11	15095143	15103888	GRCh37.p13	+	CALCB
387755	chr11	15133970	15268754	GRCh37.p13	+	INSC
55553	chr11	15987995	16497935	GRCh37.p13	-	SOX6
729347	chr11	16504909	16506256	GRCh37.p13	-	AKR1B1P3
10944	chr11	16760148	16779901	GRCh37.p13	+	C11orf58
283278	chr11	16800509	16809037	GRCh37.p13	-	LOC283278
144100	chr11	16809207	17035963	GRCh37.p13	-	PLEKHA7
729362	chr11	16996176	16996591	GRCh37.p13	-	RPL36AP37
10819	chr11	17073433	17074591	GRCh37.p13	+	OR7E14P
6207	chr11	17095939	17099220	GRCh37.p13	-	RPS13
26822	chr11	17096200	17096291	GRCh37.p13	-	SNORD14A
85388	chr11	17097325	17097415	GRCh37.p13	-	SNORD14B
5286	chr11	17108108	17229543	GRCh37.p13	-	PIK3C2A
100271309	chr11	17159523	17159812	GRCh37.p13	-	RPL34P24
732199	chr11	17214991	17215974	GRCh37.p13	+	RPL29P21
91561	chr11	17249798	17250745	GRCh37.p13	+	RPS2P40
4925	chr11	17281884	17371510	GRCh37.p13	+	NUCB2
374383	chr11	17373279	17398868	GRCh37.p13	+	NCR3LG1
3767	chr11	17406795	17410878	GRCh37.p13	-	KCNJ11
6833	chr11	17414432	17498449	GRCh37.p13	-	ABCC8
100422598	chr11	17456571	17457756	GRCh37.p13	-	SDHCP4
10083	chr11	17515442	17565963	GRCh37.p13	-	USH1C
340990	chr11	17568920	17667491	GRCh37.p13	+	OTOG
4654	chr11	17741110	17743678	GRCh37.p13	+	MYOD1
3746	chr11	17757495	17804602	GRCh37.p13	+	KCNC1
26297	chr11	17809595	18034709	GRCh37.p13	-	SERGEF
101928213	chr11	17866620	17868260	GRCh37.p13	-	LOC101928213
7166	chr11	18042084	18062354	GRCh37.p13	-	TPH1
113174	chr11	18101890	18127638	GRCh37.p13	-	SAAL1
100289300	chr11	18128159	18128390	GRCh37.p13	+	HIGD1AP5
6290	chr11	18134019	18137679	GRCh37.p13	-	SAA3P
117195	chr11	18142502	18160027	GRCh37.p13	+	MRGPRX3
645297	chr11	18174824	18175801	GRCh37.p13	+	LOC645297
117196	chr11	18194384	18195827	GRCh37.p13	+	MRGPRX4
645312	chr11	18210451	18212785	GRCh37.p13	+	GLTPP1
645319	chr11	18218207	18218892	GRCh37.p13	+	LOC645319
494141	chr11	18230685	18235125	GRCh37.p13	+	LOC494141
6291	chr11	18252902	18258384	GRCh37.p13	-	SAA4
100528017	chr11	18252902	18270221	GRCh37.p13	-	SAA2-SAA4
6289	chr11	18259780	18270221	GRCh37.p13	-	SAA2
144106	chr11	18283432	18285048	GRCh37.p13	+	ST13P5
6288	chr11	18287754	18306424	GRCh37.p13	+	SAA1
11234	chr11	18300217	18343751	GRCh37.p13	-	HPS5
2965	chr11	18343816	18388590	GRCh37.p13	+	GTF2H1
100423016	chr11	18409334	18409407	GRCh37.p13	+	MIR3159
3939	chr11	18415936	18429765	GRCh37.p13	+	LDHA
3948	chr11	18433851	18472798	GRCh37.p13	+	LDHC
160287	chr11	18477374	18501814	GRCh37.p13	+	LDHAL6A
7251	chr11	18501858	18548503	GRCh37.p13	-	TSG101
100422666	chr11	18511786	18512501	GRCh37.p13	-	LOC100422666
55293	chr11	18551156	18610293	GRCh37.p13	-	UEVLD
100506540	chr11	18610334	18631802	GRCh37.p13	+	SPTY2D1-AS1
100129966	chr11	18616139	18617951	GRCh37.p13	-	LOC100129966
144108	chr11	18627948	18656020	GRCh37.p13	-	SPTY2D1
100506569	chr11	18686477	18688031	GRCh37.p13	+	LOC100506569
144110	chr11	18720351	18726332	GRCh37.p13	+	TMEM86A
283284	chr11	18725852	18747777	GRCh37.p13	-	IGSF22
84867	chr11	18749475	18814268	GRCh37.p13	-	PTPN5
100420123	chr11	18857752	18858631	GRCh37.p13	+	LOC100420123
441592	chr11	18885093	18886271	GRCh37.p13	-	LOC441592
645397	chr11	18892534	18895009	GRCh37.p13	-	LOC645397
390098	chr11	18908471	18909683	GRCh37.p13	-	LOC390098
390099	chr11	18931981	18932943	GRCh37.p13	-	LOC390099
259249	chr11	18955360	18956549	GRCh37.p13	-	MRGPRX1
645415	chr11	18977592	18978779	GRCh37.p13	-	LOC645415
390101	chr11	18993280	18994469	GRCh37.p13	-	LOC390101
100420121	chr11	19051238	19051982	GRCh37.p13	-	LOC100420121
117194	chr11	19076002	19082228	GRCh37.p13	-	MRGPRX2
54503	chr11	19138681	19197967	GRCh37.p13	+	ZDHHC13
8048	chr11	19203577	19232118	GRCh37.p13	-	CSRP3
79733	chr11	19245610	19263202	GRCh37.p13	-	E2F8
390102	chr11	19296076	19296815	GRCh37.p13	-	PCNAP4
89797	chr11	19372271	20143147	GRCh37.p13	+	NAV2
100874012	chr11	19524219	19528776	GRCh37.p13	-	NAV2-AS5
399876	chr11	19532440	19545625	GRCh37.p13	-	NAV2-AS4
100616118	chr11	19596857	19596919	GRCh37.p13	+	MIR4486
100126784	chr11	19732480	19736218	GRCh37.p13	-	LOC100126784
100616426	chr11	19781550	19781629	GRCh37.p13	-	MIR4694
120237	chr11	20177760	20181870	GRCh37.p13	-	DBX1
10553	chr11	20385231	20405329	GRCh37.p13	+	HTATIP2
